teamOneWon,teamTwoWon,map1Team1SideBothPlayer1PlusMinus,map1Team1SideBothPlayer1Rating,map1Team1SideBothPlayer2PlusMinus,map1Team1SideBothPlayer2Rating,map1Team1SideBothPlayer3PlusMinus,map1Team1SideBothPlayer3Rating,map1Team1SideBothPlayer4PlusMinus,map1Team1SideBothPlayer4Rating,map1Team1SideBothPlayer5PlusMinus,map1Team1SideBothPlayer5Rating,map1Team2SideBothPlayer1PlusMinus,map1Team2SideBothPlayer1Rating,map1Team2SideBothPlayer2PlusMinus,map1Team2SideBothPlayer2Rating,map1Team2SideBothPlayer3PlusMinus,map1Team2SideBothPlayer3Rating,map1Team2SideBothPlayer4PlusMinus,map1Team2SideBothPlayer4Rating,map1Team2SideBothPlayer5PlusMinus,map1Team2SideBothPlayer5Rating,map2Team1SideBothPlayer1PlusMinus,map2Team1SideBothPlayer1Rating,map2Team1SideBothPlayer2PlusMinus,map2Team1SideBothPlayer2Rating,map2Team1SideBothPlayer3PlusMinus,map2Team1SideBothPlayer3Rating,map2Team1SideBothPlayer4PlusMinus,map2Team1SideBothPlayer4Rating,map2Team1SideBothPlayer5PlusMinus,map2Team1SideBothPlayer5Rating,map2Team2SideBothPlayer1PlusMinus,map2Team2SideBothPlayer1Rating,map2Team2SideBothPlayer2PlusMinus,map2Team2SideBothPlayer2Rating,map2Team2SideBothPlayer3PlusMinus,map2Team2SideBothPlayer3Rating,map2Team2SideBothPlayer4PlusMinus,map2Team2SideBothPlayer4Rating,map2Team2SideBothPlayer5PlusMinus,map2Team2SideBothPlayer5Rating,map3Team1SideBothPlayer1PlusMinus,map3Team1SideBothPlayer1Rating,map3Team1SideBothPlayer2PlusMinus,map3Team1SideBothPlayer2Rating,map3Team1SideBothPlayer3PlusMinus,map3Team1SideBothPlayer3Rating,map3Team1SideBothPlayer4PlusMinus,map3Team1SideBothPlayer4Rating,map3Team1SideBothPlayer5PlusMinus,map3Team1SideBothPlayer5Rating,map3Team2SideBothPlayer1PlusMinus,map3Team2SideBothPlayer1Rating,map3Team2SideBothPlayer2PlusMinus,map3Team2SideBothPlayer2Rating,map3Team2SideBothPlayer3PlusMinus,map3Team2SideBothPlayer3Rating,map3Team2SideBothPlayer4PlusMinus,map3Team2SideBothPlayer4Rating,map3Team2SideBothPlayer5PlusMinus,map3Team2SideBothPlayer5Rating,map4Team1SideBothPlayer1PlusMinus,map4Team1SideBothPlayer1Rating,map4Team1SideBothPlayer2PlusMinus,map4Team1SideBothPlayer2Rating,map4Team1SideBothPlayer3PlusMinus,map4Team1SideBothPlayer3Rating,map4Team1SideBothPlayer4PlusMinus,map4Team1SideBothPlayer4Rating,map4Team1SideBothPlayer5PlusMinus,map4Team1SideBothPlayer5Rating,map4Team2SideBothPlayer1PlusMinus,map4Team2SideBothPlayer1Rating,map4Team2SideBothPlayer2PlusMinus,map4Team2SideBothPlayer2Rating,map4Team2SideBothPlayer3PlusMinus,map4Team2SideBothPlayer3Rating,map4Team2SideBothPlayer4PlusMinus,map4Team2SideBothPlayer4Rating,map4Team2SideBothPlayer5PlusMinus,map4Team2SideBothPlayer5Rating,map5Team1SideBothPlayer1PlusMinus,map5Team1SideBothPlayer1Rating,map5Team1SideBothPlayer2PlusMinus,map5Team1SideBothPlayer2Rating,map5Team1SideBothPlayer3PlusMinus,map5Team1SideBothPlayer3Rating,map5Team1SideBothPlayer4PlusMinus,map5Team1SideBothPlayer4Rating,map5Team1SideBothPlayer5PlusMinus,map5Team1SideBothPlayer5Rating,map5Team2SideBothPlayer1PlusMinus,map5Team2SideBothPlayer1Rating,map5Team2SideBothPlayer2PlusMinus,map5Team2SideBothPlayer2Rating,map5Team2SideBothPlayer3PlusMinus,map5Team2SideBothPlayer3Rating,map5Team2SideBothPlayer4PlusMinus,map5Team2SideBothPlayer4Rating,map5Team2SideBothPlayer5PlusMinus,map5Team2SideBothPlayer5Rating
False,True,4,1.16,1,1.04,-6,0.71,-11,0.67,-14,0.52,12,1.65,10,1.62,9,1.23,0,1.15,-6,0.73,-3,1.02,-6,0.82,-3,0.81,-6,0.79,-7,0.56,14,1.79,9,1.57,6,1.46,3,1.16,-10,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,7,1.75,8,1.48,-1,1.02,-2,0.89,-4,0.77,-1,1.18,1,1.12,-3,1.03,-1,0.93,-4,0.83,0,1.01,-3,0.89,-5,0.77,-9,0.65,-7,0.63,11,1.82,9,1.4,6,1.39,0,1.12,-3,0.88,13,1.91,10,1.5,2,1.03,-4,0.97,-3,0.92,-1,1.04,-1,0.99,-5,0.88,-6,0.83,-6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,-1,0.94,-3,0.85,-8,0.73,-6,0.71,-7,0.52,12,1.75,6,1.7,6,1.48,2,1.14,-2,0.93,8,1.58,4,1.5,7,1.28,-1,1.07,-3,0.88,1,1.18,-1,1.04,0,0.93,-6,0.71,-9,0.46,15,1.96,11,1.95,9,1.52,-5,1.06,-5,0.9,1,1.24,0,1.04,-4,0.88,-10,0.59,-13,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,7,1.45,8,1.39,3,1.38,-1,1.18,0,1.03,-2,1.26,-1,0.93,-2,0.88,-3,0.77,-9,0.56,11,1.59,0,1.14,5,1.1,0,1.04,-6,0.94,1,1.24,6,1.23,-4,0.9,-3,0.86,-10,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,10,1.42,1,1.31,4,1.26,-5,0.7,-8,0.62,7,1.23,0,1.17,-3,1.06,-5,1.0,-4,0.83,8,1.27,0,1.16,2,1.11,-3,1.02,-4,0.9,3,1.33,6,1.18,-1,1.07,-2,0.96,-11,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,True,2,1.19,0,1.07,-4,0.95,-3,0.93,-2,0.9,3,1.29,2,1.24,2,1.18,1,1.13,-1,0.99,8,1.45,8,1.33,-5,0.84,-6,0.72,-5,0.72,4,1.32,2,1.15,-4,0.97,-1,0.95,-1,0.95,6,1.42,3,1.08,-2,0.96,-9,0.55,-9,0.55,7,1.47,6,1.33,8,1.24,-4,0.93,-6,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,7,1.41,5,1.39,4,1.12,-2,0.98,-2,0.91,4,1.28,-3,1.08,-2,0.95,-4,0.77,-12,0.47,16,1.84,6,1.26,-1,1.12,-5,1.03,-7,0.7,6,1.38,0,1.18,-1,1.0,-2,0.91,-12,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,True,2,1.22,1,1.22,-2,1.09,-2,1.05,-5,0.76,9,1.59,3,1.29,4,1.19,-1,0.94,-9,0.79,3,1.23,2,1.18,0,1.01,-6,0.95,0,0.93,9,1.49,1,1.1,1,1.09,-2,0.97,-8,0.87,-2,0.94,-2,0.88,-1,0.83,-10,0.71,-8,0.62,11,1.74,2,1.43,3,1.27,6,1.22,-2,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,True,5,1.14,-5,0.77,-3,0.74,-10,0.57,-10,0.55,12,1.63,4,1.22,3,1.2,3,1.19,-2,0.87,1,1.17,-8,0.75,-5,0.75,-6,0.65,-10,0.45,5,1.56,12,1.54,6,1.48,5,1.46,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True,False,10,1.48,5,1.41,-1,1.12,-3,0.91,-3,0.88,-1,1.2,0,1.1,-1,1.01,-4,0.89,-2,0.82,8,1.57,-1,1.21,4,1.15,-1,1.07,-4,0.88,8,1.42,0,0.9,-3,0.87,-4,0.82,-7,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
